date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2026-02-28,26.35,62.93,18.56,13.17,401.29,90.54,24.35,74.12,10.7,81,55,81,2,28,5,23.98,22.49,76
2026-03-01,26.29,44.64,22.19,16.55,479.67,84.17,23.46,78.21,8.05,81,41,81,3,1,6,26.35,23.98,81
2026-03-02,28.27,47.05,26.83,17.19,509.46,85.33,23.64,79.96,7.77,85,44,85,3,2,0,26.29,26.35,81
2026-03-03,28.15,47.26,28.64,19.42,570.96,79.25,24.15,74.79,7.67,85,44,85,3,3,1,28.27,26.29,85
2026-03-04,25.46,43.4,21.98,15.12,382.58,74.33,23.18,75.96,9.32,79,40,79,3,4,2,28.15,28.27,85
2026-03-05,15.25,22.39,14.88,10.88,332.92,76.54,23.68,74.62,12.89,58,21,58,3,5,3,25.46,28.15,79
2026-03-06,23.12,50.05,13.91,10.84,306.08,70.5,24.97,79.25,13.27,74,46,74,3,6,4,15.25,25.46,58
2026-03-07,33.34,88.25,20.27,13.99,508.79,80.67,25.17,81.62,8.3,96,67,96,3,7,5,23.12,15.25,74
2026-03-08,35.47,60.15,30.29,17.09,515.29,87.38,24.28,84.33,6.23,101,54,101,3,8,6,33.34,23.12,96
2026-03-09,35.68,65.1,36.13,19.5,540.79,68.12,25.34,74.21,6.63,101,56,101,3,9,0,35.47,33.34,101
2026-03-10,26.35,47.92,28.92,15.87,430.21,65.0,25.45,72.17,8.34,81,44,81,3,10,1,35.68,35.47,101
2026-03-11,35.12,83.9,22.95,14.1,467.83,64.75,24.94,80.5,8.88,99,65,99,3,11,2,26.35,35.68,81
2026-03-12,43.74,107.53,19.64,12.32,462.46,71.62,27.78,51.83,10.3,121,77,121,3,12,3,35.12,26.35,99
2026-03-13,54.32,148.16,23.81,20.05,707.42,73.62,26.86,50.21,9.35,147,97,147,3,13,4,43.74,35.12,121
2026-03-14,31.74,79.82,17.28,12.59,459.33,77.88,27.01,56.79,11.48,92,63,92,3,14,5,54.32,43.74,147
2026-03-15,18.87,46.48,15.89,10.52,451.58,86.08,28.38,46.0,11.61,65,43,65,3,15,6,31.74,54.32,92
2026-03-16,19.75,55.6,15.85,11.24,408.58,82.96,27.88,47.46,11.86,67,51,67,3,16,0,18.87,31.74,65
2026-03-17,17.84,38.31,19.18,13.51,441.25,80.0,25.88,73.25,9.68,63,35,63,3,17,1,19.75,18.87,67
2026-03-18,23.7,37.94,22.83,17.98,719.04,66.67,25.79,80.71,7.64,75,35,75,3,18,2,17.84,19.75,63
2026-03-19,28.89,68.18,30.1,20.32,861.96,65.29,22.88,77.08,5.1,86,58,86,3,19,3,23.7,17.84,75
2026-03-20,30.87,73.95,31.36,19.11,698.0,64.25,23.15,74.12,6.59,90,60,90,3,20,4,28.89,23.7,86
2026-03-21,22.65,41.42,21.45,14.75,486.79,59.96,25.27,77.54,8.72,73,38,73,3,21,5,30.87,28.89,90
2026-03-22,25.73,36.02,23.75,18.87,472.38,57.62,25.31,77.38,7.53,80,33,80,3,22,6,22.65,30.87,73
2026-03-23,14.78,21.33,17.47,14.95,349.08,65.25,26.05,71.71,10.02,57,20,57,3,23,0,25.73,22.65,80
2026-03-24,14.15,23.33,16.5,15.39,368.54,68.42,26.42,75.58,9.64,55,22,55,3,24,1,14.78,25.73,57
2026-03-25,20.6,49.87,16.41,13.07,377.38,52.46,26.85,68.5,11.14,69,46,69,3,25,2,14.15,14.78,55
2026-03-26,23.66,43.8,21.71,16.14,332.29,53.25,26.74,66.62,9.77,75,41,75,3,26,3,20.6,14.15,69
2026-03-27,13.44,20.98,13.38,14.5,344.67,62.04,26.64,74.46,10.78,54,19,54,3,27,4,23.66,20.6,75
2026-03-28,8.06,21.6,6.76,8.53,204.54,57.04,26.77,69.88,19.39,34,20,34,3,28,5,13.44,23.66,54
2026-03-29,17.89,47.13,7.76,9.53,248.88,110.75,26.49,58.92,18.07,63,44,63,3,29,6,8.06,13.44,34
2026-03-30,19.25,42.26,9.36,11.05,276.25,119.96,25.67,53.79,14.56,66,39,66,3,30,0,17.89,8.06,63
2026-03-31,23.65,50.0,11.82,12.42,338.29,115.33,25.24,55.0,11.71,75,46,75,3,31,1,19.25,17.89,66
2026-04-01,20.74,40.55,14.1,13.85,347.5,100.75,25.82,61.5,11.58,69,38,69,4,1,2,23.65,19.25,75
2026-04-02,22.48,59.89,16.88,16.3,388.96,73.46,22.56,81.25,7.5,73,53,73,4,2,3,20.74,23.65,69
2026-04-03,15.17,26.47,18.37,19.43,605.83,74.88,21.85,74.42,8.53,57,25,57,4,3,4,22.48,20.74,73
2026-04-04,16.4,27.97,17.31,12.21,454.42,97.54,24.18,65.71,9.93,60,26,60,4,4,5,15.17,22.48,57
2026-04-05,18.54,27.2,20.11,14.87,516.21,93.04,24.64,67.29,8.72,65,25,65,4,5,6,16.4,15.17,60
2026-04-06,21.55,48.13,14.24,10.07,364.92,77.75,25.68,72.67,14.87,71,45,71,4,6,0,18.54,16.4,65
2026-04-07,22.6,51.71,8.94,9.23,292.04,90.92,26.4,72.71,17.41,73,48,73,4,7,1,21.55,18.54,71
2026-04-08,29.98,60.54,15.43,16.57,528.5,123.29,25.77,76.04,8.64,89,54,89,4,8,2,22.6,21.55,73
2026-04-09,40.5,81.45,22.28,18.73,674.54,109.88,25.58,77.38,7.32,113,64,113,4,9,3,29.98,22.6,89
2026-04-10,31.09,63.75,20.59,18.35,571.96,102.71,27.22,64.58,8.03,91,55,91,4,10,4,40.5,29.98,113
2026-04-11,38.75,105.3,15.66,12.32,378.67,89.29,27.92,65.75,10.77,109,76,109,4,11,5,31.09,40.5,91
2026-04-12,37.71,114.41,18.59,15.62,589.04,97.75,28.44,59.79,8.51,106,80,106,4,12,6,38.75,31.09,109
2026-04-13,30.59,81.66,12.47,10.2,378.25,89.46,28.34,62.38,11.41,90,64,90,4,13,0,37.71,38.75,106
2026-04-14,32.48,107.72,12.15,9.93,394.96,97.71,28.59,62.29,11.05,94,77,94,4,14,1,30.59,37.71,90
2026-04-15,29.74,67.95,18.55,13.87,449.92,108.12,27.6,71.33,8.93,88,57,88,4,15,2,32.48,30.59,94
2026-04-16,18.9,31.85,15.95,12.13,347.42,103.42,27.2,64.79,11.86,65,29,65,4,16,3,29.74,32.48,88
2026-04-17,23.02,46.88,18.32,11.72,372.5,97.04,28.3,63.17,11.2,74,43,74,4,17,4,18.9,29.74,65
2026-04-18,24.13,70.6,17.09,13.2,355.46,97.58,26.62,70.62,10.83,76,59,76,4,18,5,23.02,18.9,74
2026-04-19,20.3,37.28,16.91,13.88,396.08,104.42,26.82,72.12,10.26,68,35,68,4,19,6,24.13,23.02,76
2026-04-20,22.45,46.33,15.65,13.75,326.38,101.21,27.19,75.5,10.47,73,43,73,4,20,0,20.3,24.13,68
2026-04-21,21.1,48.69,15.38,12.34,310.42,73.79,27.12,73.88,11.28,70,45,70,4,21,1,22.45,20.3,73
2026-04-22,15.64,28.99,12.42,11.03,267.79,62.83,27.39,79.04,11.99,58,27,58,4,22,2,21.1,22.45,70
2026-04-23,15.46,26.74,12.32,11.28,276.92,66.33,27.98,78.54,11.91,58,25,58,4,23,3,15.64,21.1,58
2026-04-24,18.04,33.46,15.58,12.72,294.17,63.25,28.0,81.67,10.12,63,31,63,4,24,4,15.46,15.64,58
2026-04-25,22.21,48.0,18.42,13.54,343.29,75.67,28.48,77.96,9.01,72,44,72,4,25,5,18.04,15.46,63
2026-04-26,21.17,44.83,17.68,11.42,375.08,78.54,30.05,64.33,10.54,70,42,70,4,26,6,22.21,18.04,72
2026-04-27,19.22,39.66,14.33,10.42,377.62,81.38,29.52,70.12,11.09,66,37,66,4,27,0,21.17,22.21,70
2026-04-28,18.68,38.62,10.83,9.49,325.5,100.0,29.76,68.25,13.0,65,36,65,4,28,1,19.22,21.17,66
2026-04-29,26.85,60.7,13.41,12.3,377.75,101.79,29.47,74.54,9.4,82,54,82,4,29,2,18.68,19.22,65
2026-04-30,25.32,55.68,12.96,10.74,331.5,99.62,29.87,72.38,10.2,79,51,79,4,30,3,26.85,18.68,82
2026-05-01,26.55,80.15,11.98,9.26,344.29,94.54,31.46,59.71,13.0,81,63,81,5,1,4,25.32,26.85,79
2026-05-02,28.85,91.36,9.38,7.9,303.5,103.17,31.7,53.17,15.45,86,69,86,5,2,5,26.55,25.32,81
2026-05-03,24.14,74.45,13.14,10.09,414.88,117.17,31.66,56.92,11.44,76,61,76,5,3,6,28.85,26.55,86
2026-05-04,41.7,197.42,15.34,10.55,387.79,105.46,34.24,29.5,12.23,116,122,122,5,4,0,24.14,28.85,76
2026-05-05,36.4,126.32,20.01,13.7,492.21,96.46,30.35,62.96,9.85,103,86,103,5,5,1,41.7,24.14,122
2026-05-06,31.24,79.08,21.87,16.38,433.46,68.88,28.88,77.75,8.91,91,63,91,5,6,2,36.4,41.7,103
2026-05-07,19.12,43.31,11.76,11.28,267.58,70.58,29.07,79.62,13.4,66,40,66,5,7,3,31.24,36.4,91
2026-05-08,18.7,37.05,12.35,13.89,297.71,74.75,29.34,80.38,10.52,65,34,65,5,8,4,19.12,31.24,66
2026-05-09,19.5,40.57,15.5,14.97,287.04,68.04,29.29,80.67,9.78,67,38,67,5,9,5,18.7,19.12,65
2026-05-10,20.03,44.34,13.91,13.12,275.0,71.75,29.4,78.88,11.09,68,41,68,5,10,6,19.5,18.7,67
2026-05-11,20.54,42.6,15.47,13.77,286.46,76.04,29.61,79.79,10.72,69,39,69,5,11,0,20.03,19.5,68
2026-05-12,24.1,61.15,18.2,15.82,328.58,80.79,30.73,74.33,9.07,76,54,76,5,12,1,20.54,20.03,69
2026-05-13,28.58,63.41,17.55,7.84,430.29,81.96,31.85,60.88,11.87,86,55,86,5,13,2,24.1,20.54,76
2026-05-14,12.87,22.53,8.08,4.63,216.75,64.62,30.04,72.96,16.53,53,21,53,5,14,3,28.58,24.1,86
2026-05-15,12.2,29.18,7.55,4.57,203.96,56.12,30.07,73.21,15.24,51,27,51,5,15,4,12.87,28.58,53
2026-05-16,19.13,54.72,9.8,5.67,229.29,65.83,29.85,73.25,11.57,66,51,66,5,16,5,12.2,12.87,51
2026-05-17,22.81,67.68,7.98,5.34,185.42,66.33,29.6,71.08,13.42,74,57,74,5,17,6,19.13,12.2,66
2026-05-18,22.33,56.47,6.61,4.52,189.04,61.96,29.28,73.17,16.96,73,52,73,5,18,0,22.81,19.13,74
2026-05-19,161.0,49.21,6.9,4.52,201.08,63.42,31.0,3.0,5.1,211,46,161,5,19,1,161.0,22.33,161
2026-05-20,22.92,56.95,8.68,5.35,223.58,75.79,29.92,76.75,14.39,74,52,74,5,20,2,19.83,22.33,67
2026-05-21,28.31,76.44,7.6,5.14,210.83,69.79,30.04,74.62,14.71,85,62,85,5,21,3,23.68,19.83,75
2026-05-22,39.44,115.65,8.1,5.86,225.29,66.46,30.02,75.12,12.58,111,81,111,5,22,4,32.33,23.68,94
2026-05-23,40.34,106.1,7.55,5.36,215.04,76.21,29.74,72.88,12.98,113,76,113,5,23,5,41.91,32.33,117
2026-05-24,35.27,89.81,4.95,4.15,165.08,70.54,29.83,72.42,17.01,100,68,100,5,24,6,40.87,41.91,114
2026-05-25,26.22,66.77,6.68,4.55,196.5,61.88,30.15,76.92,16.4,81,57,81,5,25,0,36.62,40.87,104
